born,political party,spouse(s),children,alma mater,allegiance,service/branch,years of service,rank,commands
 (1968-08-08) 8 august 1968 (age 50),people's action party,michelle,2 daughters,united states air force academytufts university, singapore,singapore armed forces,1986–2015, lieutenant-general,"
commanding officer| 144 squadron
commander| changi air base
deputy head| joint communications and information systems department
head| air plans
director| joint operations
deputy chief of air force
chief of air force (2009–2013)
chief of defence force (2013–2015)
"
